2013,1,1,Announcement: A new journal from AIP Publishing—APL Materials,Mark M. Cassar,2013-06-28,2013-06-28,2013-07-18
2015,8,8,A new form of Ca3P2 with a ring of Dirac nodes,"Lilia S. Xie, Leslie M. Schoop, Elizabeth M. Seibel, Quinn D. Gibson, Weiwei Xie, Robert J. Cava",2015-04-17,2015-06-29,2015-07-09
2015,8,9,Strain accommodation through facet matching in La1.85Sr0.15CuO4/Nd1.85Ce0.15CuO4 ramp-edge junctions,"M. Hoek, F. Coneri, N. Poccia, X. Renshaw Wang, X. Ke, G. Van Tendeloo, H. Hilgenkamp",2015-04-24,2015-07-22,2015-08-03
2015,8,10,Fluorescently tuned nitrogen-doped carbon dots from carbon source with different content of carboxyl groups,"Hao Wang, Peng Gao, Yun Wang, Jun Guo, Ke-Qin Zhang, Dezhuang Du, Xiao Dai, Guifu Zou",2015-05-29,2015-07-24,2015-08-04
2015,8,11,Synthesis and properties of Ag/ZnO core/shell nanostructures prepared by excimer laser ablation in liquid,"Yan Zhao, Shuanghao Li, Yong Zeng, Yijian Jiang",2015-06-15,2015-07-28,2015-08-20
2015,9,1,Stability of low-carrier-density topological-insulator Bi2Se3 thin films and effect of capping layers,"Maryam Salehi, Matthew Brahlek, Nikesh Koirala, Jisoo Moon, Liang Wu, N. P. Armitage, Seongshik Oh",2015-06-17,2015-09-14,2015-09-28
2015,9,2,UV-Vis optoelectronic properties of α-SnWO4: A comparative experimental and density functional theory based study,"Ahmed Ziani, Moussab Harb, Dalal Noureldine, Kazuhiro Takanabe",2015-07-14,2015-08-21,2015-09-03
2015,9,3,Epitaxial growth of high quality WO3 thin films,"X. Leng, J. Pereiro, J. Strle, A. T. Bollinger, I. Božović",2015-07-22,2015-08-25,2015-09-09
2015,9,4,Rare-earth doped transparent ceramics for spectral filtering and quantum information processing,"Nathalie Kunkel, Alban Ferrier, Charles W. Thiel, Mariola O. Ramírez, Luisa E. Bausá, Rufus L. Cone, Akio Ikesue, Philippe Goldner",2015-07-20,2015-08-26,2015-09-09
2015,9,5,Accurate on-chip measurement of the Seebeck coefficient of high mobility small molecule organic semiconductors,"C. N. Warwick, D. Venkateshvaran, H. Sirringhaus",2015-08-04,2015-09-14,2015-09-21
2015,9,6,Nanotwin hardening in a cubic chromium oxide thin film,"Kazuma Suzuki, Tsuneo Suzuki, Yoshiharu Nakajima, Yoshio Matsui, Hisayuki Suematsu, Tadachika Nakayama, Koichi Niihara",2015-07-09,2015-09-14,2015-09-23
2015,9,7,Pulsed laser deposition of air-sensitive hydride epitaxial thin films: LiH,"Hiroyuki Oguchi, Shigehito Isobe, Hiroki Kuwano, Susumu Shiraki, Shin-ichi Orimo, Taro Hitosugi",2015-07-19,2015-08-31,2015-09-28
2015,9,8,Three-dimensional multimodal imaging and analysis of biphasic microstructure in a Ti–Ni–Sn thermoelectric material,"Jason E. Douglas, McLean P. Echlin, William C. Lenthe, Ram Seshadri, Tresa M. Pollock",2015-05-28,2015-09-14,2015-09-28
2015,10,1,Research Update: Plentiful magnetic moments in oxygen deficient SrTiO3,"Alejandro Lopez-Bezanilla, P. Ganesh, Peter B. Littlewood",2015-07-29,2015-09-18,2015-10-06
2015,10,2,Research Update: Direct conversion of amorphous carbon into diamond at ambient pressures and temperatures in air,"Jagdish Narayan, Anagh Bhaumik",2015-08-13,2015-09-28,2015-10-07
2015,10,3,Preface for Special Topic: Photocatalysis,"Shuxin Ouyang, Jinhua Ye, Detlef W. Bahnemann",2015-09-08,2015-09-12,2015-09-28
2015,10,4,Research Update: Photoelectrochemical water splitting and photocatalytic hydrogen production using ferrites (MFe2O4) under visible light irradiation,"Ralf Dillert, Dereje H. Taffa, Michael Wark, Thomas Bredow, Detlef W. Bahnemann",2015-08-05,2015-09-15,2015-09-25
2015,10,5,Exceptional enhancement of H2 production in alkaline environment over plasmonic Au/TiO2 photocatalyst under visible light,"Xianguang Meng, Qing Yu, Tao Wang, Guigao Liu, Kun Chang, Peng Li, Lequan Liu, Jinhua Ye",2015-04-17,2015-05-15,2015-05-27
2015,10,6,Photocatalytic oxidation of the organic monolayers on TiO2 surface investigated by in-situ sum frequency generation spectroscopy,"Yujin Tong, Qiling Peng, Tongsen Ma, Takuma Nishida, Shen Ye",2015-04-26,2015-05-20,2015-06-01
2015,10,7,Dye-sensitized MIL-101 metal organic frameworks loaded with Ni/NiOx nanoparticles for efficient visible-light-driven hydrogen generation,"Xin-Ling Liu, Rong Wang, Ming-Yi Zhang, Yu-Peng Yuan, Can Xue",2015-04-23,2015-05-22,2015-06-04
2015,10,8,Effect of effective mass and spontaneous polarization on photocatalytic activity of wurtzite and zinc-blende ZnS,"Ming Dong, Jinfeng Zhang, Jiaguo Yu",2015-04-01,2015-06-12,2015-06-22
2015,10,9,Effects of cation concentration on photocatalytic performance over magnesium vanadates,"Peng Li, Wei Zhou, Xin Wang, Yan Zhang, Naoto Umezawa, Hideki Abe, Jinhua Ye, Defa Wang",2015-05-15,2015-06-09,2015-06-23
2015,10,10,Plasmon-induced charge separation at two-dimensional gold semishell arrays on SiO2@TiO2 colloidal crystals,"Ling Wu, Hiroyasu Nishi, Tetsu Tatsuma",2015-04-30,2015-06-14,2015-06-23
2015,10,11,Visible-light active thin-film WO3 photocatalyst with controlled high-rate deposition by low-damage reactive-gas-flow sputtering,"Nobuto Oka, Akiyo Murata, Shin-ichi Nakamura, Junjun Jia, Yoshinori Iwabuchi, Hidefumi Kotsubo, Yuzo Shigesato",2015-04-28,2015-06-15,2015-06-26
2015,10,12,Group III-nitride nanowire structures for photocatalytic hydrogen evolution under visible light irradiation,"Faqrul A. Chowdhury, Zetian Mi, Md G. Kibria, Michel L. Trudeau",2015-05-05,2015-06-17,2015-07-01
2015,10,13,Examination of interfacial charge transfer in photocatalysis using patterned CuO thin film deposited on TiO2,"K. Osako, K. Matsuzaki, H. Hosono, G. Yin, D. Atarashi, E. Sakai, T. Susaki, M. Miyauchi",2015-04-27,2015-07-01,2015-07-16
2015,10,14,Enhanced photocatalytic H2 evolution over CdS/Au/g-C3N4 composite photocatalyst under visible-light irradiation,"Xiaoling Ding, Yingxuan Li, Jie Zhao, Yunqing Zhu, Yan Li, Wenye Deng, Chuanyi Wang",2015-05-13,2015-07-06,2015-07-20
2015,10,15,Solid-base loaded WO3 photocatalyst for decomposition of harmful organics under visible light irradiation,"Tetsuya Kako, Xianguang Meng, Jinhua Ye",2015-05-07,2015-07-17,2015-07-31
2015,10,16,New insight into calcium tantalate nanocomposite photocatalysts for overall water splitting and reforming of alcohols and biomass derivatives,"Ping Wang, Philipp Weide, Martin Muhler, Roland Marschall, Michael Wark",2015-05-15,2015-07-28,2015-08-07
2015,10,17,Synthesis of Ag9(SiO4)2NO3 through a reactive flux method and its visible-light photocatalytic performances,"Xianglin Zhu, Zeyan Wang, Baibiao Huang, Wei Wei, Ying Dai, Xiaoyang Zhang, Xiaoyan Qin",2015-06-22,2015-08-04,2015-08-12
2015,10,18,Enhanced photocatalytic degradation of 2-propanol over macroporous GaN/ZnO solid solution prepared by a novel sol-gel method,"Lizhong Wang, Shuxin Ouyang, Bofan Ren, Jinhua Ye, Defa Wang",2015-05-16,2015-08-03,2015-08-20
2015,10,19,Reduced graphene oxide wrapped Cu2O supported on C3N4: An efficient visible light responsive semiconductor photocatalyst,"S. Ganesh Babu, R. Vinoth, P. Surya Narayana, Detlef Bahnemann, B. Neppolian",2015-04-29,2015-07-26,2015-08-25
2015,10,20,Double-shelled plasmonic Ag-TiO2 hollow spheres toward visible light-active photocatalytic conversion of CO2 into solar fuel,"Shichao Feng, Meng Wang, Yong Zhou, Ping Li, Wenguang Tu, Zhigang Zou",2015-05-18,2015-08-21,2015-09-03
2015,10,21,Enhancement of H2 evolution over new ZnIn2S4/RGO/MoS2 photocatalysts under visible light,"Ning Ding, Yuzun Fan, Yanhong Luo, Dongmei Li, Qingbo Meng",2015-07-21,2015-08-25,2015-09-09
2015,10,22,Fabrication of cation-doped BaTaO2N photoanodes for efficient photoelectrochemical water splitting under visible light irradiation,"Masanobu Higashi, Yuta Yamanaka, Osamu Tomita, Ryu Abe",2015-07-22,2015-09-10,2015-09-18
2015,10,23,Effect of post-treatment on photocatalytic oxidation activity of (111) oriented NaNbO3 film,"Feng Zhang, Zhou Wu, Bingyang Sun, Guoqiang Li, Weifeng Zhang",2015-03-24,2015-04-19,2015-05-06
2015,10,24,A new bimetallic plasmonic photocatalyst consisting of gold(core)-copper(shell) nanoparticle and titanium(IV) oxide support,"Yuichi Sato, Shin-ichi Naya, Hiroaki Tada",2015-04-28,2015-06-16,2015-07-01
2015,10,25,Reduced graphene oxide and Ag wrapped TiO2 photocatalyst for enhanced visible light photocatalysis,"Kah Hon Leong, Lan Ching Sim, Detlef Bahnemann, Min Jang, Shaliza Ibrahim, Pichiah Saravanan",2015-04-21,2015-06-24,2015-07-21
2015,10,26,Self-powered p-NiO/n-ZnO heterojunction ultraviolet photodetectors fabricated on plastic substrates,"Md Rezaul Hasan, Ting Xie, Sara C. Barron, Guannan Liu, Nhan V. Nguyen, Abhishek Motayed, Mulpuri V. Rao, Ratan Debnath",2015-08-18,2015-09-22,2015-10-01
2015,10,27,Crystallization engineering as a route to epitaxial strain control,"Andrew R. Akbashev, Aleksandr V. Plokhikh, Dmitri Barbash, Samuel E. Lofland, Jonathan E. Spanier",2015-07-10,2015-09-30,2015-10-16
2015,10,28,Influence of the oxidation state of SrTiO3 plasmas for stoichiometric growth of pulsed laser deposition films identified by laser induced fluorescence,"Kasper Orsel, Rik Groenen, Bert Bastiaens, Gertjan Koster, Guus Rijnders, Klaus-J. Boller",2015-07-10,2015-10-02,2015-10-19
2015,10,29,Scaling relation between renormalized discharge rate and capacity in NaxCoO2 films,"Ayumu Yanagita, Takayuki Shibata, Wataru Kobayashi, Yutaka Moritomo",2015-09-09,2015-10-04,2015-10-19
2015,10,30,Decoupling optical and electronic optimization of organic solar cells using high-performance temperature-stable TiO2/Ag/TiO2 electrodes,"Kwang-Dae Kim, Thomas Pfadler, Eugen Zimmermann, Yuyi Feng, James A. Dorman, Jonas Weickert, Lukas Schmidt-Mende",2015-09-14,2015-10-07,2015-10-21
2015,10,31,Dielectric tensor of monoclinic Ga2O3 single crystals in the spectral range 0.5–8.5 eV,"C. Sturm, J. Furthmüller, F. Bechstedt, R. Schmidt-Grund, M. Grundmann",2015-07-29,2015-10-14,2015-10-29
2015,11,1,Research Update: Facile synthesis of CoFe2O4 nano-hollow spheres for efficient bilirubin adsorption,"Rupali Rakshit, Monalisa Pal, Arka Chaudhuri, Madhuri Mandal, Kalyan Mandal",2015-09-08,2015-10-21,2015-11-18
2015,11,2,Young’s modulus of [111] germanium nanowires,"M. Maksud, J. Yoo, C. T. Harris, N. K. R. Palapati, A. Subramanian",2015-08-25,2015-10-20,2015-11-02
2015,11,3,Stress controlled pulsed direct current co-sputtered Al1−xScxN as piezoelectric phase for micromechanical sensor applications,"Simon Fichtner, Tim Reimer, Steffen Chemnitz, Fabian Lofink, Bernhard Wagner",2015-09-08,2015-10-16,2015-11-03
2015,11,4,Plasmon mediated cathodic photocurrent generation in sol-gel synthesized doped SrTiO3 nanofilms,"Ramu Pasupathi Sugavaneshwar, Kai Chen, Gandham Lakshminarayana, Satoshi Ishii, Thang Duy Dao, Naoto Umezawa, Tadaaki Nagao",2015-05-15,2015-10-21,2015-11-05
2015,11,5,Tetragonal BiFeO3 on yttria-stabilized zirconia,"Heng-Jui Liu, Yu-Hao Du, Peng Gao, Yen-Chin Huang, Hsiao-Wen Chen, Yi-Chun Chen, Hsiang-Lin Liu, Qing He, Yuichi Ikuhara, Ying-Hao Chu",2015-09-04,2015-10-22,2015-11-05
2015,11,6,Environmental stability of high-mobility indium-oxide based transparent electrodes,"Thanaporn Tohsophon, Ali Dabirian, Stefaan De Wolf, Monica Morales-Masis, Christophe Ballif",2015-09-02,2015-10-22,2015-11-09
2015,11,7,Photoelectrochemical reduction of carbon dioxide using Ge doped GaN nanowire photoanodes,"Yichen Wang, Bandar AlOtaibi, Faqrul A. Chowdhury, Shizhao Fan, Md G. Kibria, Lu Li, Chao-Jun Li, Zetian Mi",2015-08-03,2015-10-21,2015-11-09
2015,11,8,Unraveling the magnetic properties of BiFe0.5Cr0.5O3 thin films,"G. Vinai, A. Khare, D. S. Rana, E. Di Gennaro, B. Gobaut, R. Moroni, A. Yu. Petrov, U. Scotti di Uccio, G. Rossi, F. Miletto Granozio, G. Panaccione, P. Torelli",2015-06-23,2015-11-02,2015-11-16
2015,11,9,Optical nonlinearities of colloidal InP@ZnS core-shell quantum dots probed by Z-scan and two-photon excited emission,"Dominika Wawrzynczyk, Janusz Szeremeta, Marek Samoc, Marcin Nyk",2015-09-11,2015-11-03,2015-11-16
2015,12,1,"Al4SiC4 wurtzite crystal: Structural, optoelectronic, elastic, and piezoelectric properties","L. Pedesseau, J. Even, M. Modreanu, D. Chaussende, E. Sarigiannidou, O. Chaix-Pluchery, O. Durand",2015-08-03,2015-11-12,2015-12-01
2015,12,2,Toward compositional design of reticular type porous films by mixing and coating titania-based frameworks with silica,T. Kimura,2015-09-29,2015-11-16,2015-12-01
2015,12,3,Strain-relaxation and critical thickness of epitaxial La1.85Sr0.15CuO4 films,"T. L. Meyer, L. Jiang, S. Park, T. Egami, H. N. Lee",2015-09-11,2015-11-23,2015-12-08
2015,12,4,Crystallographic analysis of the solid-state dewetting of polycrystalline gold film using automated indexing in a transmission electron microscope,"S. A. Jang, H. J. Lee, C. V. Thompson, C. A. Ross, Y. J. Oh",2015-09-04,2015-11-26,2015-12-10
2015,12,5,Thermal effects on the Raman phonon of few-layer phosphorene,"Zhi-Peng Ling, Kah-Wee Ang",2015-09-21,2015-11-27,2015-12-10
2015,12,6,The impact of P(NDI2OD-T2) crystalline domains on the open-circuit voltage of bilayer all-polymer solar cells with an inverted configuration,"Yu Jin Kim, Chan Eon Park",2015-11-22,2015-11-27,2015-12-10
2015,12,7,Controlling compositional homogeneity and crystalline orientation in Bi0.8Sb0.2 thermoelectric thin films,"C. Rochford, D. L. Medlin, K. J. Erickson, M. P. Siegal",2015-07-06,2015-11-24,2015-12-11
2015,12,8,Single crystal growth in spin-coated films of polymorphic phthalocyanine derivative under solvent vapor,"T. Higashi ((東 卓也)), M. Ohmori ((大森 雅志)), M. F. Ramananarivo, A. Fujii ((藤井 彰彦)), M. Ozaki ((尾崎 雅則))",2015-09-11,2015-11-23,2015-12-15
2015,12,9,Polymer-based solar cells having an active area of 1.6 cm2 fabricated via spray coating,"N. W. Scarratt, J. Griffin, T. Wang, Y. Zhang, H. Yi, A. Iraqi, D. G. Lidzey",2015-08-25,2015-11-30,2015-12-23
2015,12,10,Electronic structure and insulating gap in epitaxial VO2 polymorphs,"Shinbuhm Lee, Tricia L. Meyer, Changhee Sohn, Donghwa Lee, John Nichols, Dongkyu Lee, Sung S. Ambrose Seo, John W. Freeland, Tae Won Noh, Ho Nyung Lee",2015-10-13,2015-12-14,2015-12-24
2015,12,11,In situ controlled heteroepitaxy of single-domain GaP on As-modified Si(100),"Oliver Supplie, Matthias M. May, Peter Kleinschmidt, Andreas Nägelein, Agnieszka Paszuk, Sebastian Brückner, Thomas Hannappel",2015-07-06,2015-12-14,2015-12-30
2016,1,1,Preface to special topic: Biomimetic crystal growth and engineering,Simon R. Hall,2015-07-07,2015-07-09,2015-09-21
2016,1,2,Mesoporous tertiary oxides via a novel amphiphilic approach,"Natasha Bennett, Annela M. Seddon, James E. Hallett, Winfried Kockelmann, Valeska P. Ting, Sajanikumari Sadasivan, Robert P. Tooze, Simon R. Hall",2015-05-27,2015-08-31,2015-09-28
2016,1,3,Self-assembly growth of alloyed NiPt nanocrystals with holothuria-like shape for oxygen evolution reaction with enhanced catalytic activity,"Tao Ding, Wenliang Wang, Xiaoli Zhou, Li Zhang, Chunde Wang, Jun Jiang, Weilai Yang, Qing Yang",2015-07-31,2015-08-28,2015-09-21
2016,1,4,Designing bioinspired superoleophobic surfaces,"Philip S. Brown, Bharat Bhushan",2015-07-27,2015-10-20,2015-11-03
2016,1,5,Growth of gold nanoparticles at gelatin-silica bio-interfaces,"Imen Bensaid, Sylvie Masse, Mohamed Selmane, Shemseddine Fessi, Thibaud Coradin",2015-07-28,2015-10-26,2015-11-04
2016,1,6,Morphology-controlled growth of perylene derivative induced by double-hydrophilic block copolymers,"Minghua Huang, Markus Antonietti, Helmut Cölfen",2015-07-11,2015-10-14,2015-11-09
2016,1,7,Triple templating of graphitic carbon nitride to enhance photocatalytic properties,"Z. Yang, A. E. Danks, J. Wang, Y. Zhang, Z. Schnepp",2015-08-28,2015-11-06,2015-12-08
2016,1,8,Low temperature electroformation of TaOx-based resistive switching devices,"Darshil K. Gala, Abhishek A. Sharma, Dasheng Li, Jonathan M. Goodwill, James A. Bain, Marek Skowronski",2015-10-09,2015-12-16,2016-01-04
2016,1,9,Improvement in Jc performance below liquid nitrogen temperature for SmBa2Cu3Oy superconducting films with BaHfO3 nano-rods controlled by low-temperature growth,"S. Miura, Y. Yoshida, Y. Ichino, Q. Xu, K. Matsumoto, A. Ichinose, S. Awaji",2015-09-02,2015-12-16,2016-01-04
2016,1,10,Transient phases during fast crystallization of organic thin films from solution,"Jing Wan, Yang Li, Jeffrey G. Ulbrandt, Detlef-M. Smilgies, Jonathan Hollin, Adam C. Whalley, Randall L. Headrick",2015-09-30,2015-12-21,2016-01-04
2016,1,11,Enhancing polarization by electrode-controlled strain relaxation in PbTiO3 heterostructures,"J. Peräntie, M. S. Stratulat, J. Hannu, H. Jantunen, M. Tyunina",2015-08-21,2015-12-30,2016-01-12
2016,1,12,Critical thickness for the formation of misfit dislocations originating from prismatic slip in semipolar and nonpolar III-nitride heterostructures,"A. M. Smirnov, E. C. Young, V. E. Bougrov, J. S. Speck, A. E. Romanov",2015-11-09,2016-01-04,2016-01-20
2016,1,13,High-mobility BaSnO3 grown by oxide molecular beam epitaxy,"Santosh Raghavan, Timo Schumann, Honggyu Kim, Jack Y. Zhang, Tyler A. Cain, Susanne Stemmer",2015-10-13,2015-12-26,2016-01-28
2016,2,1,Research Update: Direct conversion of h-BN into pure c-BN at ambient temperatures and pressures in air,"Jagdish Narayan, Anagh Bhaumik",2015-11-02,2016-01-20,2016-02-03
2016,2,2,"Research Update: Structural and transport properties of (Ca,La)FeAs2 single crystal","F. Caglieris, A. Sala, M. Fujioka, F. Hummel, I. Pallecchi, G. Lamura, D. Johrendt, Y. Takano, S. Ishida, A. Iyo, H. Eisaki, H. Ogino, H. Yakita, J. Shimoyama, M. Putti",2015-12-16,2016-01-21,2016-02-08
2016,2,3,Epitaxial growth of higher transition-temperature VO2 films on AlN/Si,"Tetiana Slusar, Jin-Cheol Cho, Bong-Jun Kim, Sun Jin Yun, Hyun-Tak Kim",2015-11-26,2016-01-15,2016-02-01
2016,2,4,Giant low-field magnetocaloric effect in single-crystalline EuTi0.85Nb0.15O3,"S. Roy, N. Khan, P. Mandal",2015-10-29,2016-01-18,2016-02-01
2016,2,5,The impact of sodium contamination in tin sulfide thin-film solar cells,"Vera Steinmann, Riley E. Brandt, Rupak Chakraborty, R. Jaramillo, Matthew Young, Benjamin K. Ofori-Okai, Chuanxi Yang, Alex Polizzotti, Keith A. Nelson, Roy G. Gordon, Tonio Buonassisi",2015-12-08,2016-01-28,2016-02-12
2016,2,6,Flexible ITO-free organic solar cells applying aqueous solution-processed V2O5 hole transport layer: An outdoor stability study,"F. Anderson S. Lima, Michail J. Beliatis, Bérenger Roth, Thomas R. Andersen, Andressa Bortoti, Yegraf Reyna, Eryza Castro, Igor F. Vasconcelos, Suren A. Gevorgyan, Frederik C. Krebs, Mónica Lira-Cantu",2015-12-05,2016-02-04,2016-02-24
2016,2,7,"Erratum: “The effect of vibrational entropy on the solubility and stability of ordered Al3Li phases in Al–Li alloys” [APL Mater. 1, 042103 (2013)]","Zugang Mao, David N. Seidman, C. Wolverton",2016-01-15,2016-01-20,2016-02-03
2016,3,1,Perspective: Highly ordered MoS2 thin films grown by multi-step chemical vapor deposition process,"S. N. Heo, Y. Ishiguro, R. Hayakawa, T. Chikyow, Y. Wakayama",2015-11-24,2016-02-22,2016-03-10
2016,3,2,"Synthesis, crystal structure, and properties of a perovskite-related bismuth phase, (NH4)3Bi2I9","Shijing Sun, Satoshi Tominaka, Jung-Hoon Lee, Fei Xie, Paul D. Bristowe, Anthony K. Cheetham",2016-01-29,2016-02-29,2016-03-15
2016,3,3,Preface to Special Topic: 2D Spintronics,"Xiaolin Wang, Stuart Parkin, Qi-Kun Xue",2016-03-15,2016-03-16,2016-03-31
2016,3,4,Research Update: Magnetoionic control of magnetization and anisotropy in layered oxide/metal heterostructures,"K. Duschek, D. Pohl, S. Fähler, K. Nielsch, K. Leistner",2015-12-01,2016-02-10,2016-02-24
